Date,Time(UT),Lat,Long,Depth,Mag,Region and Comment
3/22/09,14:04:17,48.98,-128.85,10.0g ,3.0Mw ,213 km WSW of Gold R.
3/22/09,12:06:59,48.87,-128.96,10.0g ,3.0Mw ,224 km W of Tofino
3/22/09,7:27:40,48.97,-128.93,10.0g ,3.3Mw ,220 km WSW of Gold R.
3/22/09,6:10:57,55.34,-134.95,20.0g ,3.1ML ,192 km SSE of Sitka
3/22/09,5:35:10,62.08,-79.47,5.0g ,3.6MN ,90 km SW from Ivujivik
3/22/09,5:31:17,62.07,-79.62,5.0g ,3.9MN ,95 km SW from Ivujivik
3/22/09,5:20:52,48.82,-128.95,10.0g ,3.4Mw ,224 km W of Tofino
3/21/09,23:26:24,62.07,-79.68,5.0g ,3.1MN ,99 km W from Ivujivik
3/21/09,23:14:07,62.07,-79.64,5.0g ,3.1MN ,98 km SW from Ivujivik
3/21/09,19:34:48,62.08,-79.65,5.0g ,3.8MN ,95 km W from Ivujivik
3/21/09,19:32:45,62.2,-79.62,5.0g ,3.0MN ,92 km W from Ivujivik
3/21/09,19:28:40,62.04,-79.65,5.0g ,3.4MN ,100 km SW from Ivujivik
3/21/09,19:17:53,62.06,-79.66,4.0g ,4.4MN ,99 km SW from Ivujivik
3/21/09,9:58:51,48.86,-128.83,10.0g ,3.4Mw ,214 km W of Tofino
3/20/09,18:35:01,51.1,-130.92,10.0g ,3.2Mw ,226 km WSW of Bella Bella
3/20/09,8:17:09,56.15,-127.78,10.0g ,3.0ML ,139 km E of Stewart
3/20/09,0:21:21,50.55,-130.34,10.0g ,3.0Mw ,206 km W of Pt. Hardy
3/20/09,0:19:24,50.58,-130.32,10.0g ,3.0Mw ,205 km W of Pt. Hardy
3/19/09,7:07:57,48.97,-128.94,10.0g ,3.0Mw ,220 km WSW of Gold R.
3/18/09,12:18:02,50.72,-130.49,10.0g ,3.4Mw ,216 km W of Pt. Hardy
3/16/09,21:04:10,50.39,-130.21,10.0g ,3.1Mw ,200 km W of Pt. Hardy
3/16/09,2:09:59,50.45,-130.17,10.0g ,3.0Mw ,196 km W of Pt. Hardy
3/16/09,1:31:51,58.02,-54.72,18.0g ,3.2ML ,LABRADOR SEA SEISMIC ZONE. 
3/15/09,9:36:54,48.96,-129.48,10.0g ,3.4Mw ,244 km SW of Pt. Hardy
3/15/09,2:24:19,44.36,-54.76,18.0g ,3.1ML ,Laurentian slope region. 
3/14/09,15:32:39,47.41,-129.03,10.0g ,3.4Mw ,301 km WSW of Tofino
3/14/09,1:11:54,58.98,-136.47,5.0g ,3.5ML ,72 km W of Haines
3/13/09,21:28:05,59.56,-139.09,10.0g ,3.2ML ,37 km ENE of Yakutat
3/13/09,21:18:15,56.62,-58.71,18.0g ,4.0ML ,LABRADOR SEA SEISMIC ZONE. 
3/13/09,3:20:49,62.18,-125.05,1.0g ,3.1ML ,203 km W of Fort Simpson
3/12/09,5:37:03,65.5,-144.37,1.0g ,3.3ML ,172 km E of Fairbanks
3/11/09,16:00:54,50.58,-130.46,10.0g ,3.5Mw ,214 km W of Pt. Hardy
3/10/09,23:40:09,66.67,-135.61,20.0g ,3.2ML ,99 km WSW of Fort McPherson
3/10/09,11:10:03,49.32,-129.92,10.0g ,3.0Mw ,235 km WSW of Pt. Hardy
3/9/09,15:25:29,66.15,-135.35,20.0g ,3.6ML ,148 km SW of Fort McPherson
3/9/09,5:21:23,59.29,-136.74,1.0g ,3.1ML ,88 km W of Haines
3/9/09,1:58:18,48.54,-128.79,10.0g ,3.2Mw ,221 km WSW of Tofino
3/8/09,20:00:51,50.6,-130.35,10.0g ,3.0Mw ,207 km W of Pt. Hardy
3/8/09,13:30:10,46.58,-66.25,5.0g ,3.3MN ,70 km W from Rogersville
3/8/09,11:31:44,62.27,-124.12,1.0g ,3.1ML ,159 km W of Fort Simpson
3/8/09,8:16:04,46.6,-66.31,5.0g ,3.4MN ,70 km W from Rogersville
3/2/09,7:03:20,68.89,-143.81,1.0g ,3.1ML ,232 km ESE of Prudhoe Bay
3/1/09,13:21:30,51.19,-130.86,10.0g ,3.3Mw ,217 km WSW of Bella Bella
3/1/09,10:13:03,66.63,-135.74,15.0g ,4.0Mw ,106 km WSW of Fort McPherson
2/28/09,22:36:39,49.51,-129.36,10.0g ,3.3Mw ,191 km WSW of Pt. Hardy
2/26/09,16:57:06,50.98,-130.63,10.0g ,3.0Mw ,217 km WSW of Bella Bella
2/26/09,1:33:26,71.03,-64.99,18.0g ,3.3ML ,BAFFIN BAY SEISMIC ZONE. 
2/24/09,20:19:57,48.96,-129.19,10.0g ,3.0Mw ,231 km SW of Pt. Hardy
2/24/09,16:20:22,62.92,-143.68,5.0g ,4.0Mw ,243 km NE of Valdez
2/24/09,14:30:28,62.93,-143.73,1.0g ,3.6ML ,242 km NE of Valdez
2/24/09,0:58:36,48.13,-80.05,3.0g ,3.4MN ,2 km SW from Kirkland Lake
2/21/09,16:50:22,50.55,-130.4,10.0g ,3.4Mw ,211 km W of Pt. Hardy
2/21/09,11:30:45,63.98,-138.74,5.0g ,3.0ML ,34 km E of Dawson
2/20/09,10:27:51,63.48,-123.8,15.0g ,3.0ML ,230 km NW of Fort Simpson
2/19/09,4:02:27,56.4,-117.03,1.0g ,3.2ML ,18 km NE of Peace R.
2/19/09,2:49:49,65.33,-143.88,10.0g ,3.7ML ,187 km E of Fairbanks
2/18/09,9:25:25,48.94,-129.46,10.0g ,3.2Mw ,245 km SW of Pt. Hardy
2/17/09,8:55:49,57.26,-142.26,10.0g ,3.1ML ,278 km SW of Yakutat
2/16/09,11:45:05,73.31,-71.36,18.0g ,3.9ML ,BAFFIN BAY SEISMIC ZONE. 
2/16/09,1:10:26,48.9,-129.5,10.0g ,3.8Mw ,250 km SW of Pt. Hardy
2/16/09,0:18:15,48.97,-129.5,10.0g ,3.2Mw ,244 km SW of Pt. Hardy
2/14/09,22:19:40,68.31,-92.16,18.0g ,3.0MN ,100 km W from Kugaaruk
2/13/09,4:46:48,48.82,-129.1,10.0g ,3.1Mw ,235 km W of Tofino
2/13/09,3:22:59,74.92,-97.41,18.0g ,3.9MN ,60 km S from Polaris
2/13/09,1:03:05,76.05,-63.88,18.0g ,3.0ML ,NW coast of Greenland. 
2/12/09,22:53:08,62.07,-124.1,15.0g ,3.0ML ,152 km W of Fort Simpson
2/12/09,19:04:48,50.5,-130.24,10.0g ,3.0Mw ,200 km W of Pt. Hardy
2/11/09,23:26:51,51.36,-131.01,10.0g ,3.2Mw ,217 km WSW of Bella Bella
2/8/09,6:13:54,58.17,-138.31,1.0g ,3.1ML ,142 km SE of Yakutat
2/8/09,4:00:46,79.78,-107.96,18.0g ,3.8ML ,150 km NW from Isachsen
2/7/09,19:17:33,58.79,-136.78,1.0g ,3.2ML ,95 km WSW of Haines
2/7/09,5:32:23,60.32,-139.41,1.0g ,3.1ML ,113 km WSW of Haines Jct.
2/6/09,5:06:29,58.37,-139.76,1.0g ,3.2ML ,103 km SSW of Yakutat
2/5/09,1:56:58,58.02,-58.79,18.0g ,3.5ML ,LABRADOR SEA SEISMIC ZONE. 
2/4/09,16:12:30,51.51,-131.34,10.0g ,3.3Mw ,196 km SSE of Sandspit
2/4/09,11:25:56,49.02,-128.81,10.0g ,3.0Mw ,210 km WSW of Gold R.
2/3/09,23:36:47,74.17,-95.68,18.0g ,3.0MN ,64 km SW from Resolute
2/1/09,15:38:54,61.98,-124,1.0g ,3.2ML ,146 km W of Fort Simpson
2/1/09,12:19:30,48.8,-128.28,10.0g ,3.2Mw ,176 km W of Tofino
2/1/09,6:00:08,48.83,-128.27,10.0g ,3.1Mw ,175 km W of Tofino
1/31/09,23:58:31,57.06,-139.52,10.0g ,3.6ML ,248 km S of Yakutat
1/31/09,23:04:02,48.27,-129,10.0g ,3.6Mw ,246 km WSW of Tofino
1/31/09,4:37:12,50.73,-130.43,10.0g ,3.2Mw ,212 km W of Pt. Hardy
1/30/09,19:01:25,50.52,-129.98,10.0g ,3.3Mw ,182 km W of Pt. Hardy
1/30/09,13:25:03,47.8,-122.67,70.9* ,4.6Mw ,34 km WNW of Seattle
1/28/09,18:57:28,59.05,-136.39,10.0g ,3.2ML ,66 km W of Haines
1/27/09,19:57:00,49.89,-129.96,10.0g ,3.3Mw ,201 km WSW of Pt. Hardy
1/27/09,1:29:03,50.44,-130.32,10.0g ,3.2Mw ,207 km W of Pt. Hardy
1/25/09,22:17:01,61.37,-139.95,5.0g ,3.0ML ,147 km WNW of Haines Jct.
1/24/09,6:13:37,48.93,-129.39,10.0g ,3.5Mw ,242 km SW of Pt. Hardy
1/23/09,17:21:02,67.67,-64.59,18.0g ,3.2MN ,30 km NW from Qikiqtarjuaq
1/21/09,12:40:35,61.88,-142.91,1.0g ,3.7ML ,200 km ENE of Valdez
1/21/09,6:25:42,41.58,-55.43,18.0g ,3.2ML ,Atlantic Ocean
1/20/09,16:48:58,48.75,-128.87,10.0g ,3.0Mw ,220 km W of Tofino
1/20/09,9:21:48,59.97,-137.93,1.0g ,3.3ML ,89 km SSW of Haines Jct.
1/20/09,7:49:00,48.73,-129.1,10.0g ,3.2Mw ,237 km W of Tofino
1/20/09,3:29:26,75.94,-86.72,18.0g ,3.2MN ,115 km SW from Grise Fiord
1/19/09,22:04:59,48.79,-128.98,10.0g ,3.2Mw ,227 km W of Tofino
1/19/09,20:11:07,56.09,-128.13,1.0g ,3.0ML ,116 km E of Stewart
1/19/09,16:03:24,61.9,-142.99,1.0g ,3.9ML ,197 km ENE of Valdez
1/18/09,3:02:05,58.59,-136.78,1.0g ,3.0ML ,106 km WSW of Haines
1/17/09,17:31:21,49.17,-127.94,10.0g ,3.1Mw ,145 km WSW of Gold R.
1/17/09,8:21:07,52.26,-132.51,20.0g ,4.0ML ,119 km SW of Sandspit
1/17/09,8:20:12,52.31,-132.48,20.0g ,3.3ML ,113 km SW of Sandspit
1/16/09,8:12:35,50.62,-130.09,10.0g ,3.5Mw ,188 km W of Pt. Hardy
1/16/09,2:56:54,61.96,-142.64,20.0g ,3.7ML ,217 km ENE of Valdez
1/15/09,13:04:26,56.03,-135.43,10.0g ,3.4ML ,113 km S of Sitka
1/13/09,21:54:03,48.83,-128.09,10.0g ,3.1Mw ,163 km W of Tofino
1/13/09,18:38:43,48.86,-129.1,10.0g ,3.0Mw ,234 km W of Tofino
1/13/09,18:19:46,48.85,-129.15,10.0g ,4.6Mw ,238 km W of Tofino
1/12/09,22:24:22,64.98,-133.74,1.0g ,3.1ML ,275 km SSE of Fort McPherson
1/12/09,8:37:51,59.67,-139.33,5.0g ,3.1ML ,43 km NNE of Yakutat
1/12/09,6:29:19,49.53,-130.05,10.0g ,3.1Mw ,228 km WSW of Pt. Hardy
1/10/09,11:20:51,63.56,-131.87,30.0g ,3.2ML ,315 km WSW of Norman Wells
1/10/09,6:05:51,50.74,-129.42,10.0g ,3.1Mw ,141 km W of Pt. Hardy
1/10/09,1:17:01,48.95,-128.93,10.0g ,3.5Mw ,221 km WSW of Gold R.
1/9/09,22:03:02,48.92,-128.96,10.0g ,3.6Mw ,223 km W of Tofino
1/9/09,21:44:44,48.91,-128.9,10.0g ,3.5Mw ,219 km W of Tofino
1/9/09,10:30:57,52.36,-131.81,20.0g ,3.0ML ,99 km S of Sandspit
1/8/09,19:19:42,56.56,-134.39,1.0g ,3.1ML ,79 km ESE of Sitka
1/8/09,14:39:07,50.94,-130.62,10.0g ,3.3Mw ,219 km WSW of Bella Bella
1/7/09,8:20:39,48.9,-128.87,10.0g ,3.4Mw ,217 km W of Tofino
1/6/09,17:44:56,65.08,-88.58,18.0g ,3.1MN ,Wager Bay region
1/6/09,13:45:32,79.48,-114.93,18.0g ,3.4ML ,Arctic Ocean. Aftershock. 
1/6/09,6:12:00,50.21,-129.64,10.0g ,3.0Mw ,166 km WSW of Pt. Hardy
1/6/09,2:19:39,48.9,-128.89,10.0g ,3.4Mw ,218 km W of Tofino
1/6/09,2:17:34,48.85,-128.91,10.0g ,3.4Mw ,220 km W of Tofino
1/6/09,2:17:23,48.83,-128.76,10.0g ,3.4Mw ,210 km W of Tofino
1/6/09,1:56:51,48.89,-128.86,10.0g ,3.3Mw ,216 km W of Tofino
1/6/09,1:55:47,48.9,-128.68,10.0g ,3.4Mw ,203 km W of Tofino
1/6/09,0:31:18,48.92,-128.94,10.0g ,3.2Mw ,221 km W of Tofino
1/5/09,18:48:59,48.92,-128.84,10.0g ,3.4Mw ,215 km W of Tofino
1/5/09,17:52:05,48.83,-128.75,10.0g ,3.4Mw ,209 km W of Tofino
1/5/09,10:01:40,48.97,-128.65,10.0g ,3.6Mw ,200 km W of Tofino
1/5/09,5:48:23,50.56,-130.36,10.0g ,3.6Mw ,208 km W of Pt. Hardy
1/5/09,0:35:26,49.02,-128.51,10.0g ,3.5Mw ,189 km WSW of Gold R.
1/4/09,11:18:12,49.02,-129.48,10.0g ,3.4Mw ,238 km SW of Pt. Hardy
1/3/09,22:45:22,76.79,-107.05,18.0g ,3.0MN ,287 km NW from Polaris
1/3/09,18:32:30,50.43,-130.24,10.0g ,3.1Mw ,201 km W of Pt. Hardy
1/3/09,14:38:44,48.96,-129.41,10.0g ,3.3Mw ,240 km SW of Pt. Hardy
1/3/09,10:00:42,50.84,-130.15,10.0g ,3.3Mw ,193 km W of Pt. Hardy
1/1/09,20:28:45,49,-128.91,10.0g ,3.1Mw ,217 km WSW of Gold R.
1/1/09,5:28:56,50.37,-130.19,10.0g ,3.2Mw ,199 km W of Pt. Hardy
12/31/08,8:02:07,64.1,-138.7,1.0g ,3.0ML ,35 km E of Dawson
12/29/08,23:25:33,53.95,-133.65,20.0g ,3.1ML ,98 km W of Masset
12/29/08,21:50:03,49.01,-128.82,10.0g ,3.1Mw ,211 km WSW of Gold R.
12/29/08,13:10:09,50.49,-130.29,10.0g ,3.2Mw ,204 km W of Pt. Hardy
12/29/08,5:41:54,64.63,-139.06,15.0g ,3.1ML ,65 km NNE of Dawson
12/28/08,17:25:17,49.01,-129.19,10.0g ,3.2Mw ,227 km SW of Pt. Hardy
12/28/08,14:03:48,79.6,-114.04,18.0g ,3.1ML ,Arctic Ocean. Aftershock. 
12/28/08,5:09:30,48.93,-128.89,10.0g ,3.3Mw ,217 km W of Tofino
12/27/08,12:01:46,78.78,-103.28,18.0g ,3.4ML ,7 km SE from Isachsen
12/27/08,3:37:08,48.79,-128.71,10.0g ,3.5Mw ,208 km W of Tofino
12/27/08,0:08:20,48.89,-128.89,10.0g ,3.8Mw ,219 km W of Tofino
12/26/08,19:11:05,63.18,-125.79,1.0g ,3.4ML ,242 km SSE of Norman Wells
12/26/08,16:38:48,68.12,-59.06,18.0g ,5.1mb ,Davis Strait. 
12/26/08,13:10:14,48.92,-128.82,10.0g ,3.2Mw ,213 km W of Tofino
12/26/08,10:50:42,48.9,-128.85,10.0g ,3.3Mw ,216 km W of Tofino
12/26/08,8:43:25,48.97,-128.88,10.0g ,3.1Mw ,216 km WSW of Gold R.
12/26/08,6:44:14,48.9,-128.87,10.0g ,3.1Mw ,217 km W of Tofino
12/26/08,3:31:14,48.93,-128.65,10.0g ,3.3Mw ,201 km W of Tofino
12/26/08,3:15:31,48.88,-128.95,10.0g ,3.5Mw ,223 km W of Tofino
12/26/08,0:47:40,48.84,-128.98,10.0g ,3.5Mw ,226 km W of Tofino
12/25/08,23:28:11,48.91,-128.9,10.0g ,3.3Mw ,219 km W of Tofino
12/25/08,23:23:20,48.89,-128.91,10.0g ,3.5Mw ,220 km W of Tofino
12/25/08,23:06:49,48.81,-128.98,10.0g ,3.6Mw ,227 km W of Tofino
12/25/08,23:02:42,48.95,-128.99,10.0g ,3.2Mw ,225 km WSW of Gold R.
12/25/08,22:02:36,48.8,-129.04,10.0g ,3.4Mw ,231 km W of Tofino
12/25/08,21:42:00,48.91,-128.94,10.0g ,3.2Mw ,222 km W of Tofino
12/25/08,21:17:43,48.88,-128.94,10.0g ,3.4Mw ,223 km W of Tofino
12/25/08,21:04:08,48.91,-128.9,10.0g ,3.8Mw ,219 km W of Tofino
12/25/08,20:59:30,48.88,-128.95,10.0g ,3.4Mw ,223 km W of Tofino
12/25/08,20:41:49,48.82,-128.9,10.0g ,3.6Mw ,220 km W of Tofino
12/25/08,20:40:01,48.87,-128.94,10.0g ,3.6Mw ,222 km W of Tofino
12/25/08,19:27:43,48.97,-128.86,10.0g ,3.4Mw ,215 km WSW of Gold R.
12/25/08,18:16:04,49,-128.88,10.0g ,3.3Mw ,216 km WSW of Gold R.
12/25/08,17:45:44,48.9,-128.91,10.0g ,3.3Mw ,220 km W of Tofino
12/25/08,14:12:09,48.95,-128.88,10.0g ,3.3Mw ,217 km WSW of Gold R.
12/25/08,13:58:03,48.91,-128.9,10.0g ,3.6Mw ,219 km W of Tofino
12/25/08,13:22:48,48.83,-129.02,10.0g ,3.1ML ,229 km W of Tofino
12/25/08,13:18:34,48.89,-128.98,10.0g ,3.5Mw ,225 km W of Tofino
12/25/08,13:09:13,48.96,-128.77,10.0g ,3.1Mw ,209 km WSW of Gold R.
12/25/08,11:09:54,48.9,-128.95,10.0g ,3.3Mw ,222 km W of Tofino
12/25/08,10:25:46,48.91,-128.97,10.0g ,3.3Mw ,224 km W of Tofino
12/25/08,10:22:45,48.91,-128.94,10.0g ,3.3Mw ,221 km W of Tofino
12/25/08,10:11:37,48.93,-128.9,10.0g ,3.2Mw ,218 km W of Tofino
12/25/08,10:06:50,48.89,-128.82,10.0g ,3.3Mw ,214 km W of Tofino
12/25/08,9:48:05,48.86,-128.9,10.0g ,3.4Mw ,220 km W of Tofino
12/25/08,9:13:27,48.92,-128.85,10.0g ,3.3Mw ,215 km W of Tofino
12/25/08,9:04:29,48.77,-128.87,10.0g ,3.2Mw ,220 km W of Tofino
12/25/08,8:52:16,48.81,-128.99,10.0g ,3.4Mw ,227 km W of Tofino
12/25/08,8:48:45,48.9,-128.88,10.0g ,3.3Mw ,218 km W of Tofino
12/25/08,8:42:36,48.89,-128.92,10.0g ,4.6Mw ,220 km W of Tofino
12/25/08,8:41:55,48.89,-128.97,10.0g ,4.2Mw ,224 km W of Tofino
12/25/08,8:29:02,48.94,-128.84,10.0g ,3.7Mw ,214 km W of Tofino
12/25/08,8:20:10,48.92,-128.87,10.0g ,3.9Mw ,216 km W of Tofino
12/25/08,8:18:38,48.85,-128.93,10.0g ,4.6Mw ,222 km W of Tofino
12/25/08,8:16:45,48.92,-128.89,10.0g ,4.4Mw ,218 km W of Tofino
12/25/08,8:11:53,48.84,-129.07,10.0g ,5.8Mw ,232 km W of Tofino
12/23/08,14:20:10,62.82,-125.64,1.0g ,3.3ML ,255 km WNW of Fort Simpson
12/21/08,20:05:38,62.89,-143.79,5.0g ,3.0ML ,237 km NE of Valdez
12/19/08,16:58:03,79.47,-114.83,18.0g ,3.7ML ,Arctic Ocean. Aftershock. 
12/17/08,7:20:22,47.93,-52.81,18.0g ,3.2MN ,37 km NE from Carbonear
12/16/08,8:43:24,48.82,-128.7,10.0g ,3.0Mw ,206 km W of Tofino
12/16/08,7:34:46,48.8,-128.72,10.0g ,3.6Mw ,208 km W of Tofino
12/14/08,15:31:30,61.91,-124.39,5.0g ,3.2ML ,165 km W of Fort Simpson
12/14/08,10:50:18,63.63,-131.5,1.0g ,3.9ML ,295 km WSW of Norman Wells
12/14/08,6:01:21,61.11,-59.04,18.0g ,3.0ML ,LABRADOR SEA SEISMIC ZONE. 
12/14/08,3:50:17,49.31,-129.83,10.0g ,3.4Mw ,231 km WSW of Pt. Hardy
12/14/08,3:20:13,79.44,-115.44,18.0g ,4.9mb ,Arctic Ocean
12/14/08,1:14:32,50.54,-130.19,10.0g ,3.1Mw ,196 km W of Pt. Hardy
12/12/08,21:11:54,49.48,-127.63,10.0g ,3.5Mw ,112 km W of Gold R.
12/11/08,15:45:29,50.16,-130.24,10.0g ,3.0Mw ,208 km W of Pt. Hardy
12/8/08,12:18:49,48.8,-68.28,18.0g ,3.0MN ,24 km NW from Price
12/8/08,10:10:27,46.85,-129.84,10.0g ,3.7Mw ,388 km WSW of Tofino
12/6/08,12:30:13,49.2,-128.24,10.0g ,3.2Mw ,163 km WSW of Gold R.
12/6/08,9:09:39,50,-130.01,10.0g ,3.7Mw ,200 km WSW of Pt. Hardy
12/5/08,11:38:04,79.52,-114.64,18.0g ,3.4ML ,Arctic Ocean. 
12/5/08,7:15:40,44.63,-56.28,18.0g ,3.2ML ,LAURENTIAN SLOPE SEISMIC ZONE. 
12/5/08,4:53:01,49.35,-128.19,10.0g ,3.1Mw ,155 km W of Gold R.
12/3/08,7:27:52,48.83,-128.65,10.0g ,3.0Mw ,202 km W of Tofino
12/3/08,4:12:23,60.83,-137.99,1.0g ,3.9ML ,26 km W of Haines Jct.
12/3/08,2:47:28,60.83,-138.02,1.0g ,4.2Mw ,27 km W of Haines Jct.
12/2/08,18:49:58,50.71,-130.45,10.0g ,3.1Mw ,214 km W of Pt. Hardy
12/1/08,4:29:12,52.18,-132.09,20.0g ,4.2ML ,120 km SSW of Sandspit
11/30/08,13:10:14,50.77,-130.24,10.0g ,3.1Mw ,199 km W of Pt. Hardy
11/30/08,9:35:41,55.73,-135.7,10.0g ,3.4ML ,148 km SSW of Sitka
11/30/08,6:30:12,61.86,-126.23,1.0g ,3.4ML ,239 km NE of Watson Lk.
11/29/08,17:50:47,66.18,-91.71,18.0g ,3.1MN ,248 km W from Repulse Bay
11/29/08,16:07:15,49.25,-129.06,10.0g ,3.2Mw ,199 km SW of Pt. Hardy
11/29/08,1:13:18,47.36,-128.89,10.0g ,4.1Mw ,296 km WSW of Tofino
11/27/08,10:52:56,57.61,-142.56,10.0g ,3.7ML ,259 km WSW of Yakutat
11/27/08,8:11:17,72.66,-80.01,18.0g ,3.7MN ,67 km W from Pond Inlet
11/27/08,6:08:17,62.32,-64.95,18.0g ,3.4MN ,114 km N from Resolution Island
11/27/08,5:32:44,49.35,-128.73,10.0g ,3.4Mw ,177 km SW of Pt. Hardy
11/25/08,1:25:21,48.76,-129.74,10.0g ,3.7Mw ,273 km SW of Pt. Hardy
11/24/08,22:49:52,65.49,-134.26,1.0g ,3.9Mw ,217 km S of Fort McPherson
11/24/08,11:35:48,59.55,-138.65,1.0g ,3.0ML ,55 km ENE of Yakutat
11/24/08,1:21:17,50.61,-130.31,10.0g ,3.4Mw ,204 km W of Pt. Hardy
11/23/08,21:32:22,63.17,-84.79,18.0g ,3.7MN ,Southern Southampton Island
11/23/08,11:19:24,50.23,-64.76,18.0g ,3.2MN ,11 km SE from Sheldrake
11/22/08,11:20:33,48.99,-128.67,10.0g ,3.5Mw ,201 km WSW of Gold R.
11/22/08,9:10:26,48.83,-129.17,10.0g ,3.6Mw ,240 km W of Tofino
11/22/08,9:07:35,48.83,-129.13,10.0g ,3.9Mw ,237 km W of Tofino
11/22/08,8:40:12,48.99,-129.14,10.0g ,3.5Mw ,226 km SW of Pt. Hardy
11/22/08,2:46:32,79.45,-114.97,18.0g ,3.4ML ,Arctic Ocean. Aftershock. 
11/21/08,10:14:30,65.36,-134.2,5.0g ,3.4ML ,232 km S of Fort McPherson
11/20/08,13:52:01,52.3,-131.78,20.0g ,3.1ML ,106 km S of Sandspit
11/20/08,11:34:08,69.16,-144.78,10.0g ,4.7Mw ,183 km ESE of Prudhoe Bay
11/19/08,21:40:23,79.43,-115.16,18.0g ,5.2mb ,Arctic Ocean. Aftershock. 
11/19/08,15:11:45,79.17,-115.8,18.0g ,3.8ML ,Arctic Ocean. Aftershock. 
11/19/08,14:19:41,52.29,-131.75,20.0g ,3.9ML ,107 km S of Sandspit
11/19/08,12:21:40,52.29,-131.74,20.0g ,4.0ML ,106 km S of Sandspit
11/19/08,9:56:30,79.44,-115.4,18.0g ,4.8mb ,Arctic Ocean. Aftershock. 
11/19/08,5:19:50,79.49,-115.4,18.0g ,5.1mb ,Arctic Ocean. Aftershock. 
11/19/08,5:13:41,79.41,-114.84,18.0g ,3.4ML ,Arctic Ocean. Aftershock. 
11/18/08,21:44:23,79.44,-113.76,18.0g ,3.3ML ,Arctic Ocean. Aftershock. 
11/18/08,20:15:45,79.45,-113.47,18.0g ,3.8ML ,Arctic Ocean. Aftershock. 
11/18/08,15:29:19,79.42,-114.04,18.0g ,3.4ML ,Arctic Ocean. Aftershock. 
11/18/08,8:40:08,79.46,-114.92,18.0g ,4.0ML ,Arctic Ocean. Aftershock. 
11/18/08,7:45:31,79.4,-115.24,18.0g ,3.7ML ,Arctic Ocean. Aftershock. 
11/18/08,7:07:57,79.44,-115.52,18.0g ,3.6ML ,Arctic Ocean. Aftershock. 
11/18/08,7:05:11,79.52,-115.4,18.0g ,5.3mb ,Arctic Ocean. Aftershock. 
11/18/08,6:03:02,79.52,-114.4,18.0g ,3.9ML ,Arctic Ocean. Aftershock. 
11/18/08,5:37:26,79.51,-115.28,18.0g ,5.3mb ,Arctic Ocean. Aftershock. 
11/18/08,5:33:30,79.42,-115.04,18.0g ,3.1ML ,Arctic Ocean. Aftershock. 
11/18/08,5:14:08,79.42,-115.08,18.0g ,4.0ML ,Arctic Ocean. Aftershock. 
11/18/08,4:52:49,79.53,-115.68,18.0g ,5.5mb ,Arctic Ocean. Aftershock. 
11/18/08,4:10:34,79.48,-115.48,18.0g ,5.6mb ,Arctic Ocean. Aftershock. 
11/18/08,3:59:48,79.42,-114.76,18.0g ,5.4Mw ,Arctic Ocean. 
11/18/08,0:15:29,50.23,-49.7,18.0g ,4.2ML ,Offshore Newfoundland. 
11/17/08,21:49:37,79.44,-114.66,18.0g ,3.1ML ,Arctic Ocean. Aftershock. 
11/17/08,17:50:08,79.46,-114.92,18.0g ,3.8ML ,Arctic Ocean. Aftershock. 
11/17/08,17:17:05,79.33,-115.04,18.0g ,5.2ML ,Arctic Ocean. Aftershock. 
11/17/08,17:10:02,79.62,-115.8,18.0g ,3.5ML ,Arctic Ocean. Aftershock. 
11/17/08,15:52:52,79.44,-115.6,18.0g ,3.1ML ,Arctic Ocean. Aftershock. 
11/17/08,15:48:43,79.45,-115.28,18.0g ,4.7mb ,Arctic Ocean. Aftershock. 
11/17/08,15:38:26,79.38,-114.48,18.0g ,4.4mb ,Arctic Ocean. Aftershock. 
11/17/08,14:50:08,79.39,-114.52,18.0g ,5.1mb ,Arctic Ocean. Aftershock. 
11/17/08,14:23:00,79.48,-115.4,18.0g ,3.0ML ,Arctic Ocean. Aftershock. 
11/17/08,14:18:37,79.35,-115.16,18.0g ,3.5ML ,Arctic Ocean. Aftershock. 
11/17/08,13:40:11,79.39,-115.04,18.0g ,5.6mb ,Arctic Ocean. 
11/17/08,13:16:50,79.37,-115.04,18.0g ,5.5mb ,Arctic Ocean. Aftershock. 
11/17/08,12:55:22,79.41,-114.96,18.0g ,5.7Mw ,Arctic Ocean. 
11/17/08,12:42:25,79.45,-115.44,18.0g ,3.8ML ,Arctic Ocean. 
11/17/08,3:36:44,65.89,-140.22,1.0g ,3.1ML ,207 km NNW of Dawson
11/15/08,10:52:54,47.74,-69.74,13.3* ,4.2MN ,17 km SW from Riviere-du-Loup
11/15/08,10:08:41,50.55,-130.26,10.0g ,3.2Mw ,201 km W of Pt. Hardy
11/15/08,8:23:31,65.01,-133.76,1.0g ,3.3ML ,271 km SSE of Fort McPherson
11/15/08,1:04:31,48.21,-114.05,10.0g ,3.1ML ,188 km SW of Lethbridge
11/14/08,15:35:22,63.58,-131.14,5.0g ,3.0ML ,287 km WSW of Norman Wells
11/14/08,5:25:51,50.05,-128.09,27.9* ,3.8ML ,86 km SW of Pt. Hardy
11/13/08,22:01:16,72.28,-133.78,35.0g ,3.1ML ,293 km W of Sachs Harbour
11/13/08,10:29:30,49.44,-128.49,10.0g ,3.2Mw ,160 km SW of Pt. Hardy
